ApplicableEntity,PredefinedType,PsetName
IfcDiscreteAccessory,INSULATOR,Pset_DiscreteAccessoryTypeInsulator
IfcDiscreteAccessoryType,INSULATOR,Pset_DiscreteAccessoryTypeInsulator
IfcDiscreteAccessory,INSULATOR,Pset_SectioningDevice
IfcDiscreteAccessoryType,INSULATOR,Pset_SectioningDevice
IfcDiscreteAccessory,INSULATOR,Pset_SectionInsulator
IfcDiscreteAccessoryType,INSULATOR,Pset_SectionInsulator
IfcDiscreteAccessory,LOCK,Pset_DiscreteAccessoryTypeLock
IfcDiscreteAccessoryType,LOCK,Pset_DiscreteAccessoryTypeLock
IfcDiscreteAccessory,RAIL_LUBRICATION,Pset_DiscreteAccessoryTypeRailLubrication
IfcDiscreteAccessoryType,RAIL_LUBRICATION,Pset_DiscreteAccessoryTypeRailLubrication
IfcDiscreteAccessory,RAILBRACE,Pset_DiscreteAccessoryTypeRailBrace
IfcDiscreteAccessoryType,RAILBRACE,Pset_DiscreteAccessoryTypeRailBrace
IfcDiscreteAccessory,RAILPAD,Pset_DiscreteAccessoryTypeRailPad
IfcDiscreteAccessoryType,RAILPAD,Pset_DiscreteAccessoryTypeRailPad
IfcDiscreteAccessory,SHOE,Pset_DiscreteAccessoryColumnShoe
IfcDiscreteAccessoryType,SHOE,Pset_DiscreteAccessoryColumnShoe
IfcDiscreteAccessory,SLIDINGCHAIR,Pset_DiscreteAccessoryTypeSlidingChair
IfcDiscreteAccessoryType,SLIDINGCHAIR,Pset_DiscreteAccessoryTypeSlidingChair
IfcDiscreteAccessory,SOUNDABSORPTION,Pset_DiscreteAccessoryTypeSoundAbsorption
IfcDiscreteAccessoryType,SOUNDABSORPTION,Pset_DiscreteAccessoryTypeSoundAbsorption
IfcDiscreteAccessory,TENSIONINGEQUIPMENT,Pset_BalanceWeightTensionerDesignCriteria
IfcDiscreteAccessoryType,TENSIONINGEQUIPMENT,Pset_BalanceWeightTensionerDesignCriteria
IfcDiscreteAccessory,TENSIONINGEQUIPMENT,Pset_DiscreteAccessoryTypeTensioningEquipment
IfcDiscreteAccessoryType,TENSIONINGEQUIPMENT,Pset_DiscreteAccessoryTypeTensioningEquipment
IfcDiscreteAccessory,TENSIONINGEQUIPMENT,Pset_SpringTensioner
IfcDiscreteAccessoryType,TENSIONINGEQUIPMENT,Pset_SpringTensioner
IfcDistributionBoard,DISPATCHINGBOARD,Pset_DistributionBoardTypeDispatchingBoard
IfcDistributionBoardType,DISPATCHINGBOARD,Pset_DistributionBoardTypeDispatchingBoard
IfcDistributionBoard,DISTRIBUTIONFRAME,Pset_DistributionBoardTypeDistributionFrame
IfcDistributionBoardType,DISTRIBUTIONFRAME,Pset_DistributionBoardTypeDistributionFrame
IfcDistributionChamberElement,,Pset_DistributionChamberElementCommon
IfcDistributionChamberElementType,,Pset_DistributionChamberElementCommon
IfcDistributionChamberElement,,Pset_ElementSize
IfcEnergyConversionDevice,,Pset_ElementSize
IfcFlowController,,Pset_ElementSize
IfcFlowMovingDevice,,Pset_ElementSize
IfcFlowStorageDevice,,Pset_ElementSize
IfcFlowTerminal,,Pset_ElementSize
IfcFlowTreatmentDevice,,Pset_ElementSize
IfcDistributionChamberElementType,,Pset_ElementSize
IfcEnergyConversionDeviceType,,Pset_ElementSize
IfcFlowControllerType,,Pset_ElementSize
IfcFlowMovingDeviceType,,Pset_ElementSize
IfcFlowStorageDeviceType,,Pset_ElementSize
IfcFlowTerminalType,,Pset_ElementSize
IfcFlowTreatmentDeviceType,,Pset_ElementSize
IfcDistributionChamberElement,FORMEDDUCT,Pset_DistributionChamberElementTypeFormedDuct
IfcDistributionChamberElementType,FORMEDDUCT,Pset_DistributionChamberElementTypeFormedDuct
IfcDistributionChamberElement,INSPECTIONCHAMBER,Pset_DistributionChamberElementTypeInspectionChamber
IfcDistributionChamberElementType,INSPECTIONCHAMBER,Pset_DistributionChamberElementTypeInspectionChamber
IfcDistributionChamberElement,INSPECTIONPIT,Pset_DistributionChamberElementTypeInspectionPit
IfcDistributionChamberElementType,INSPECTIONPIT,Pset_DistributionChamberElementTypeInspectionPit
IfcDistributionChamberElement,MANHOLE,Pset_DistributionChamberElementTypeManhole
IfcDistributionChamberElementType,MANHOLE,Pset_DistributionChamberElementTypeManhole
IfcDistributionChamberElement,METERCHAMBER,Pset_DistributionChamberElementTypeMeterChamber
IfcDistributionChamberElementType,METERCHAMBER,Pset_DistributionChamberElementTypeMeterChamber
IfcDistributionChamberElement,SUMP,Pset_DistributionChamberElementTypeSump
IfcDistributionChamberElementType,SUMP,Pset_DistributionChamberElementTypeSump
IfcDistributionChamberElement,TRENCH,Pset_DistributionChamberElementTypeTrench
IfcDistributionChamberElementType,TRENCH,Pset_DistributionChamberElementTypeTrench
IfcDistributionChamberElement,VALVECHAMBER,Pset_DistributionChamberElementTypeValveChamber
IfcDistributionChamberElementType,VALVECHAMBER,Pset_DistributionChamberElementTypeValveChamber
IfcDistributionElement,,Pset_ElectricalDeviceCommon
IfcDistributionElementType,,Pset_ElectricalDeviceCommon
IfcDistributionElement,,Pset_ElectricalDeviceCompliance
IfcDistributionElementType,,Pset_ElectricalDeviceCompliance
IfcDistributionElement,,Pset_EnergyRequirements
IfcTransportationDevice,,Pset_EnergyRequirements
IfcDistributionElementType,,Pset_EnergyRequirements
IfcTransportationDeviceType,,Pset_EnergyRequirements
IfcDistributionElement,,Pset_EnvironmentalEmissions
IfcTransportationDevice,,Pset_EnvironmentalEmissions
IfcDistributionElementType,,Pset_EnvironmentalEmissions
IfcTransportationDeviceType,,Pset_EnvironmentalEmissions
IfcDistributionFlowElement,,Pset_SoundGeneration
IfcDistributionFlowElementType,,Pset_SoundGeneration
IfcDistributionPort,,Pset_DistributionPortCommon
IfcDistributionPort,CABLE,Pset_DistributionPortTypeCable
IfcDistributionPort,CABLE,Pset_WiredCommunicationPortCommon
IfcDistributionPort,DUCT,Pset_DistributionPortTypeDuct
IfcDistributionPort,PIPE,Pset_DistributionPortTypePipe
IfcDistributionSystem,ELECTRICAL,Pset_DistributionSystemTypeElectrical
IfcDistributionSystem,ELECTRICAL,Pset_PowerControlSystem
IfcDistributionSystem,ELECTRICAL,Pset_TractionPowerSystem
IfcDistributionSystem,OVERHEAD_CONTACTLINE_SYSTEM,Pset_DistributionSystemTypeOverheadContactlineSystem
IfcDistributionSystem,VENTILATION,Pset_DistributionSystemTypeVentilation
IfcDistributionSystem,,Pset_DistributionSystemCommon
IfcDoor,,Pset_DoorCommon
IfcDoorType,,Pset_DoorCommon
IfcDoor,,Pset_DoorWindowGlazingType
IfcWindow,,Pset_DoorWindowGlazingType
IfcDoorType,,Pset_DoorWindowGlazingType
IfcWindowType,,Pset_DoorWindowGlazingType
IfcDoor,BOOM_BARRIER,Pset_TicketProcessing
IfcDoor,TURNSTILE,Pset_TicketProcessing
IfcDoorType,BOOM_BARRIER,Pset_TicketProcessing
IfcDoorType,TURNSTILE,Pset_TicketProcessing
IfcDoor,TURNSTILE,Pset_DoorTypeTurnstile
IfcDoorType,TURNSTILE,Pset_DoorTypeTurnstile
IfcDuctFitting,,Pset_DuctFittingOccurrence
IfcDuctFitting,,Pset_DuctFittingTypeCommon
IfcDuctFittingType,,Pset_DuctFittingTypeCommon
IfcDuctSegment,,Pset_DuctSegmentOccurrence
IfcDuctSegment,,Pset_DuctSegmentTypeCommon
IfcDuctSegmentType,,Pset_DuctSegmentTypeCommon
IfcDuctSilencer,,Pset_DuctSilencerTypeCommon
IfcDuctSilencerType,,Pset_DuctSilencerTypeCommon
IfcEarthworksCut,PAVEMENTMILLING,Pset_PavementMillingCommon
IfcEarthworksCut,TRENCH,Pset_TrenchExcavationCommon
IfcEarthworksFill,TRANSITIONSECTION,Pset_TransitionSectionCommon
IfcElectricAppliance,,Pset_ElectricApplianceTypeCommon
IfcElectricApplianceType,,Pset_ElectricApplianceTypeCommon
IfcElectricAppliance,DISHWASHER,Pset_ElectricApplianceTypeDishwasher
IfcElectricApplianceType,DISHWASHER,Pset_ElectricApplianceTypeDishwasher
IfcElectricAppliance,ELECTRICCOOKER,Pset_ElectricApplianceTypeElectricCooker
IfcElectricApplianceType,ELECTRICCOOKER,Pset_ElectricApplianceTypeElectricCooker
IfcElectricAppliance,VENDINGMACHINE,Pset_TicketVendingMachine
IfcElectricApplianceType,VENDINGMACHINE,Pset_TicketVendingMachine
IfcElectricDistributionBoard,,Pset_DistributionBoardOccurrence
IfcElectricDistributionBoard,,Pset_DistributionBoardTypeCommon
IfcElectricDistributionBoardType,,Pset_DistributionBoardTypeCommon
IfcElectricFlowStorageDevice,,Pset_ElectricFlowStorageDeviceTypeCommon
IfcElectricFlowStorageDeviceType,,Pset_ElectricFlowStorageDeviceTypeCommon
IfcElectricFlowStorageDevice,BATTERY,Pset_ElectricFlowStorageDeviceTypeBattery
IfcElectricFlowStorageDeviceType,BATTERY,Pset_ElectricFlowStorageDeviceTypeBattery
IfcElectricFlowStorageDevice,CAPACITOR,Pset_ElectricFlowStorageDeviceTypeCapacitor
IfcElectricFlowStorageDeviceType,CAPACITOR,Pset_ElectricFlowStorageDeviceTypeCapacitor
IfcElectricFlowStorageDevice,INDUCTOR,Pset_ElectricFlowStorageDeviceTypeInductor
IfcElectricFlowStorageDeviceType,INDUCTOR,Pset_ElectricFlowStorageDeviceTypeInductor
IfcElectricFlowStorageDevice,RECHARGER,Pset_ElectricFlowStorageDeviceTypeRecharger
IfcElectricFlowStorageDeviceType,RECHARGER,Pset_ElectricFlowStorageDeviceTypeRecharger
IfcElectricFlowStorageDevice,UPS,Pset_ElectricFlowStorageDeviceTypeUPS
IfcElectricFlowStorageDeviceType,UPS,Pset_ElectricFlowStorageDeviceTypeUPS
IfcElectricFlowTreatmentDevice,ELECTRONICFILTER,Pset_ElectricFlowTreatmentDeviceTypeElectronicFilter
IfcElectricFlowTreatmentDeviceType,ELECTRONICFILTER,Pset_ElectricFlowTreatmentDeviceTypeElectronicFilter
IfcElectricGenerator,,Pset_ElectricGeneratorTypeCommon
IfcElectricGeneratorType,,Pset_ElectricGeneratorTypeCommon
IfcElectricMotor,,Pset_ElectricMotorTypeCommon
IfcElectricMotorType,,Pset_ElectricMotorTypeCommon
IfcElectricTimeControl,,Pset_ElectricTimeControlTypeCommon
IfcElectricTimeControlType,,Pset_ElectricTimeControlTypeCommon
IfcElementAssembly,,Pset_ElementAssemblyCommon
IfcElementAssemblyType,,Pset_ElementAssemblyCommon
IfcElementAssembly,DILATATIONPANEL,Pset_ElementAssemblyTypeDilatationPanel
IfcElementAssemblyType,DILATATIONPANEL,Pset_ElementAssemblyTypeDilatationPanel
IfcElementAssembly,MAST,Pset_ElementAssemblyTypeMast
IfcElementAssemblyType,MAST,Pset_ElementAssemblyTypeMast
IfcElementAssembly,RIGID_FRAME,Pset_ElementAssemblyTypeRigidFrame
IfcElementAssemblyType,RIGID_FRAME,Pset_ElementAssemblyTypeRigidFrame
IfcElementAssembly,SIGNALASSEMBLY,Pset_MarkerGeneral
IfcElementAssemblyType,SIGNALASSEMBLY,Pset_MarkerGeneral
IfcElementAssembly,SUMPBUSTER,Pset_SumpBusterCommon
IfcElementAssemblyType,SUMPBUSTER,Pset_SumpBusterCommon
IfcElementAssembly,SUPPORTINGASSEMBLY,Pset_ElementAssemblyTypeHeadSpan
IfcElementAssemblyType,SUPPORTINGASSEMBLY,Pset_ElementAssemblyTypeHeadSpan
IfcElementAssembly,SUPPORTINGASSEMBLY,Pset_ElementAssemblyTypeSupportingAssembly
IfcElementAssemblyType,SUPPORTINGASSEMBLY,Pset_ElementAssemblyTypeSupportingAssembly
IfcElementAssembly,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeCantilever
IfcElementAssemblyType,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeCantilever
IfcElementAssembly,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeOCSSuspension
IfcElementAssemblyType,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeOCSSuspension
IfcElementAssembly,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeSteadyDevice
IfcElementAssemblyType,SUSPENSIONASSEMBLY,Pset_ElementAssemblyTypeSteadyDevice
IfcElementAssembly,TRACKPANEL,Pset_ElementAssemblyTypeTrackPanel
IfcElementAssemblyType,TRACKPANEL,Pset_ElementAssemblyTypeTrackPanel
IfcElementAssembly,TRACTION_SWITCHING_ASSEMBLY,Pset_ElementAssemblyTypeTractionSwitchingAssembly
IfcElementAssemblyType,TRACTION_SWITCHING_ASSEMBLY,Pset_ElementAssemblyTypeTractionSwitchingAssembly
IfcElementAssembly,TRAFFIC_CALMING_DEVICE,Pset_TrafficCalmingDeviceCommon
IfcElementAssemblyType,TRAFFIC_CALMING_DEVICE,Pset_TrafficCalmingDeviceCommon
IfcElementAssembly,TURNOUTPANEL,Pset_ElementAssemblyTypeTurnoutPanel
IfcElementAssemblyType,TURNOUTPANEL,Pset_ElementAssemblyTypeTurnoutPanel
IfcElementComponent,,Pset_ElementComponentCommon
IfcElementComponentType,,Pset_ElementComponentCommon
IfcElement,,Pset_ConstructionAdministration
IfcElementType,,Pset_ConstructionAdministration
IfcElement,,Pset_ConstructionOccurence
IfcElement,,Pset_ElementKinematics
IfcElementType,,Pset_ElementKinematics
IfcElement,,Pset_EnvironmentalCondition
IfcElementType,,Pset_EnvironmentalCondition
IfcElement,,Pset_EnvironmentalImpactIndicators
IfcElementType,,Pset_EnvironmentalImpactIndicators
IfcElement,,Pset_EnvironmentalImpactValues
IfcElementType,,Pset_EnvironmentalImpactValues
IfcElement,,Pset_ManufacturerOccurrence
IfcElement,,Pset_ManufacturerTypeInformation
IfcElementType,,Pset_ManufacturerTypeInformation
IfcElement,,Pset_ServiceLife
IfcElementType,,Pset_ServiceLife
IfcElement,,Pset_Warranty
IfcElementType,,Pset_Warranty
IfcEngine,,Pset_EngineTypeCommon
IfcEngineType,,Pset_EngineTypeCommon
IfcEvaporativeCooler,,Pset_EvaporativeCoolerTypeCommon
IfcEvaporativeCoolerType,,Pset_EvaporativeCoolerTypeCommon
IfcEvaporator,,Pset_EvaporatorTypeCommon
IfcEvaporatorType,,Pset_EvaporatorTypeCommon
IfcFacilityPartCommon,JUNCTION,Pset_RoadDesignCriteriaCommon
IfcFacilityPartCommon,LEVELCROSSING,Pset_RoadDesignCriteriaCommon
IfcFacilityPartCommon,SEGMENT,Pset_RoadDesignCriteriaCommon
IfcRoadPart,BICYCLECROSSING,Pset_RoadDesignCriteriaCommon
IfcRoadPart,INTERSECTION,Pset_RoadDesignCriteriaCommon
IfcRoadPart,PEDESTRIAN_CROSSING,Pset_RoadDesignCriteriaCommon
IfcRoadPart,RAILWAYCROSSING,Pset_RoadDesignCriteriaCommon
IfcRoadPart,ROADSEGMENT,Pset_RoadDesignCriteriaCommon
IfcRoadPart,ROUNDABOUT,Pset_RoadDesignCriteriaCommon
IfcRoadPart,TOLLPLAZA,Pset_RoadDesignCriteriaCommon
IfcRoad,,Pset_RoadDesignCriteriaCommon
IfcFacilityPartCommon,LEVELCROSSING,Pset_RailwayLevelCrossing
IfcFan,CENTRIFUGALAIRFOIL,Pset_FanCentrifugal
IfcFan,CENTRIFUGALBACKWARDINCLINEDCURVED,Pset_FanCentrifugal
IfcFan,CENTRIFUGALFORWARDCURVED,Pset_FanCentrifugal
IfcFan,CENTRIFUGALRADIAL,Pset_FanCentrifugal
IfcFanType,CENTRIFUGALAIRFOIL,Pset_FanCentrifugal
IfcFanType,CENTRIFUGALBACKWARDINCLINEDCURVED,Pset_FanCentrifugal
IfcFanType,CENTRIFUGALFORWARDCURVED,Pset_FanCentrifugal
IfcFanType,CENTRIFUGALRADIAL,Pset_FanCentrifugal
IfcFan,,Pset_FanOccurrence
IfcFan,,Pset_FanTypeCommon
IfcFanType,,Pset_FanTypeCommon
IfcFastener,WELD,Pset_FastenerRailWeld
IfcFastenerType,WELD,Pset_FastenerRailWeld
IfcFastener,WELD,Pset_FastenerWeld
IfcFastenerType,WELD,Pset_FastenerWeld
IfcFilter,,Pset_FilterTypeCommon
IfcFilterType,,Pset_FilterTypeCommon
IfcFilter,AIRPARTICLEFILTER,Pset_FilterTypeAirParticleFilter
IfcFilterType,AIRPARTICLEFILTER,Pset_FilterTypeAirParticleFilter
IfcFilter,COMPRESSEDAIRFILTER,Pset_FilterTypeCompressedAirFilter
IfcFilterType,COMPRESSEDAIRFILTER,Pset_FilterTypeCompressedAirFilter
IfcFilter,WATERFILTER,Pset_FilterTypeWaterFilter
IfcFilterType,WATERFILTER,Pset_FilterTypeWaterFilter
IfcFireSuppressionTerminal,,Pset_FireSuppressionTerminalTypeCommon
IfcFireSuppressionTerminalType,,Pset_FireSuppressionTerminalTypeCommon
IfcFireSuppressionTerminal,BREECHINGINLET,Pset_FireSuppressionTerminalTypeBreechingInlet
IfcFireSuppressionTerminalType,BREECHINGINLET,Pset_FireSuppressionTerminalTypeBreechingInlet
IfcFireSuppressionTerminal,FIREHYDRANT,Pset_FireSuppressionTerminalTypeFireHydrant
IfcFireSuppressionTerminalType,FIREHYDRANT,Pset_FireSuppressionTerminalTypeFireHydrant
IfcFireSuppressionTerminal,HOSEREEL,Pset_FireSuppressionTerminalTypeHoseReel
IfcFireSuppressionTerminalType,HOSEREEL,Pset_FireSuppressionTerminalTypeHoseReel
IfcFireSuppressionTerminal,SPRINKLER,Pset_FireSuppressionTerminalTypeSprinkler
IfcFireSuppressionTerminalType,SPRINKLER,Pset_FireSuppressionTerminalTypeSprinkler
IfcFlowInstrument,,Pset_FlowInstrumentTypeCommon
IfcFlowInstrumentType,,Pset_FlowInstrumentTypeCommon
IfcFlowInstrument,AMMETER,Pset_CurrentInstrumentTransformer
IfcFlowInstrument,COMBINED,Pset_CurrentInstrumentTransformer
IfcFlowInstrumentType,AMMETER,Pset_CurrentInstrumentTransformer
IfcFlowInstrumentType,COMBINED,Pset_CurrentInstrumentTransformer
IfcFlowInstrument,COMBINED,Pset_VoltageInstrumentTransformer
IfcFlowInstrument,VOLTMETER,Pset_VoltageInstrumentTransformer
IfcFlowInstrumentType,COMBINED,Pset_VoltageInstrumentTransformer
IfcFlowInstrumentType,VOLTMETER,Pset_VoltageInstrumentTransformer
IfcFlowInstrument,PRESSUREGAUGE,Pset_FlowInstrumentTypePressureGauge
IfcFlowInstrumentType,PRESSUREGAUGE,Pset_FlowInstrumentTypePressureGauge
IfcFlowInstrument,THERMOMETER,Pset_FlowInstrumentTypeThermometer
IfcFlowInstrumentType,THERMOMETER,Pset_FlowInstrumentTypeThermometer
IfcFlowMeter,,Pset_FlowMeterOccurrence
IfcFlowMeter,,Pset_FlowMeterTypeCommon
IfcFlowMeterType,,Pset_FlowMeterTypeCommon
IfcFlowMeter,ENERGYMETER,Pset_FlowMeterTypeEnergyMeter
IfcFlowMeterType,ENERGYMETER,Pset_FlowMeterTypeEnergyMeter
IfcFlowMeter,GASMETER,Pset_FlowMeterTypeGasMeter
IfcFlowMeterType,GASMETER,Pset_FlowMeterTypeGasMeter
IfcFlowMeter,OILMETER,Pset_FlowMeterTypeOilMeter
IfcFlowMeterType,OILMETER,Pset_FlowMeterTypeOilMeter
IfcFlowMeter,WATERMETER,Pset_FlowMeterTypeWaterMeter
IfcFlowMeterType,WATERMETER,Pset_FlowMeterTypeWaterMeter
IfcFooting,,Pset_FootingCommon
IfcFootingType,,Pset_FootingCommon
IfcFooting,,Pset_ReinforcementBarCountOfIndependentFooting
IfcFootingType,,Pset_ReinforcementBarCountOfIndependentFooting
IfcFooting,,Pset_ReinforcementBarPitchOfContinuousFooting
IfcFootingType,,Pset_ReinforcementBarPitchOfContinuousFooting
IfcFooting,PAD_FOOTING,Pset_FootingTypePadFooting
IfcFootingType,PAD_FOOTING,Pset_FootingTypePadFooting
IfcFurniture,,Pset_FurnitureTypeCommon
IfcFurnitureType,,Pset_FurnitureTypeCommon
IfcFurniture,CHAIR,Pset_FurnitureTypeChair
IfcFurnitureType,CHAIR,Pset_FurnitureTypeChair
IfcFurniture,DESK,Pset_FurnitureTypeDesk
IfcFurnitureType,DESK,Pset_FurnitureTypeDesk
IfcFurniture,FILECABINET,Pset_FurnitureTypeFileCabinet
IfcFurnitureType,FILECABINET,Pset_FurnitureTypeFileCabinet
IfcFurniture,TABLE,Pset_FurnitureTypeTable
IfcFurnitureType,TABLE,Pset_FurnitureTypeTable
IfcGeotechnicalAssembly,,Pset_GeotechnicalAssemblyCommon
IfcGeotechnicalStratum,,Pset_GeotechnicalStratumCommon
IfcGroup,,Pset_Risk
IfcProcess,,Pset_Risk
IfcProduct,,Pset_Risk
IfcTypeProcess,,Pset_Risk
IfcTypeProduct,,Pset_Risk
IfcHeatExchanger,,Pset_HeatExchangerTypeCommon
IfcHeatExchangerType,,Pset_HeatExchangerTypeCommon
IfcHeatExchanger,PLATE,Pset_HeatExchangerTypePlate
IfcHeatExchangerType,PLATE,Pset_HeatExchangerTypePlate
IfcHumidifier,,Pset_HumidifierTypeCommon
IfcHumidifierType,,Pset_HumidifierTypeCommon
IfcImpactProtectionDevice,BUMPER,Pset_ImpactProtectionDeviceOccurrenceBumper
IfcImpactProtectionDevice,BUMPER,Pset_ImpactProtectionDeviceTypeBumper
IfcImpactProtectionDeviceType,BUMPER,Pset_ImpactProtectionDeviceTypeBumper
IfcImpactProtectionDevice,FENDER,Pset_FenderCommon
IfcImpactProtectionDeviceType,FENDER,Pset_FenderCommon
IfcInterceptor,,Pset_InterceptorTypeCommon
IfcInterceptorType,,Pset_InterceptorTypeCommon
IfcJunctionBox,,Pset_JunctionBoxTypeCommon
IfcJunctionBoxType,,Pset_JunctionBoxTypeCommon
IfcJunctionBox,DATA,Pset_JunctionBoxTypeData
IfcJunctionBoxType,DATA,Pset_JunctionBoxTypeData
IfcJunctionBox,DATA,Pset_OpticalSplitter
IfcJunctionBoxType,DATA,Pset_OpticalSplitter
IfcKerb,,Pset_KerbCommon
IfcKerbType,,Pset_KerbCommon
IfcKerb,,Pset_KerbStone
IfcKerbType,,Pset_KerbStone
IfcKerb,,Pset_OnSiteCastKerb
IfcKerbType,,Pset_OnSiteCastKerb
IfcKerb,,Pset_PrecastKerbStone
IfcKerbType,,Pset_PrecastKerbStone
IfcKerb,,Pset_RadiiKerbStone
IfcKerbType,,Pset_RadiiKerbStone
IfcLamp,,Pset_LampTypeCommon
IfcLampType,,Pset_LampTypeCommon
IfcLightFixture,,Pset_LightFixtureTypeCommon
IfcLightFixtureType,,Pset_LightFixtureTypeCommon
IfcLightFixture,SECURITYLIGHTING,Pset_LightFixtureTypeSecurityLighting
IfcLightFixtureType,SECURITYLIGHTING,Pset_LightFixtureTypeSecurityLighting
IfcMarineFacility,,Pset_MarineFacilityTransportation
IfcMarineFacility,BREAKWATER,Pset_BreakwaterCommon
IfcMarineFacility,JETTY,Pset_JettyCommon
IfcMarineFacility,JETTY,Pset_JettyDesignCriteria
IfcMarineFacility,QUAY,Pset_QuayCommon
IfcMarineFacility,QUAY,Pset_QuayDesignCriteria
IfcMarineFacility,REVETMENT,Pset_RevetmentCommon
IfcMarineFacility,SHIPLOCK,Pset_ShipLockCommon
IfcMarineFacility,SHIPLOCK,Pset_ShiplockComplex
IfcMarineFacility,SHIPLOCK,Pset_ShiplockDesignCriteria
IfcMarineFacility,SHIPYARD,Pset_ShipyardCommon
IfcMarinePart,CHAMBER,Pset_MarinePartChamberCommon
IfcMarinePart,GATEHEAD,Pset_GateHeadCommon
IfcMechanicalFastener,ANCHORBOLT,Pset_MechanicalFastenerAnchorBolt
IfcMechanicalFastenerType,ANCHORBOLT,Pset_MechanicalFastenerAnchorBolt
IfcMechanicalFastener,BOLT,Pset_MechanicalFastenerBolt
IfcMechanicalFastenerType,BOLT,Pset_MechanicalFastenerBolt
IfcMechanicalFastener,COUPLER,Pset_MechanicalFastenerOCSFitting
IfcMechanicalFastenerType,COUPLER,Pset_MechanicalFastenerOCSFitting
IfcMechanicalFastener,RAILFASTENING,Pset_MechanicalFastenerTypeRailFastening
IfcMechanicalFastenerType,RAILFASTENING,Pset_MechanicalFastenerTypeRailFastening
IfcMechanicalFastener,RAILJOINT,Pset_MechanicalFastenerTypeRailJoint
IfcMechanicalFastenerType,RAILJOINT,Pset_MechanicalFastenerTypeRailJoint
IfcMechanicalFastener,ROPE,Pset_VesselLineCommon
IfcMechanicalFastenerType,ROPE,Pset_VesselLineCommon
IfcMedicalDevice,,Pset_MedicalDeviceTypeCommon
IfcMedicalDeviceType,,Pset_MedicalDeviceTypeCommon
IfcMember,,Pset_MemberCommon
IfcMemberType,,Pset_MemberCommon
IfcMember,BRACE,Pset_MemberTypeAnchoringBar
IfcMemberType,BRACE,Pset_MemberTypeAnchoringBar
IfcMember,MEMBER,Pset_MemberTypeOCSRigidSupport
IfcMemberType,MEMBER,Pset_MemberTypeOCSRigidSupport
IfcMember,POST,Pset_MemberTypePost
IfcMemberType,POST,Pset_MemberTypePost
IfcMember,STAY_CABLE,Pset_MemberTypeCatenaryStay
IfcMemberType,STAY_CABLE,Pset_MemberTypeCatenaryStay
IfcMember,TIEBAR,Pset_MemberTypeTieBar
IfcMemberType,TIEBAR,Pset_MemberTypeTieBar
IfcMobileTelecommunicationsAppliance,,Pset_MobileTelecommunicationsApplianceTypeCommon
IfcMobileTelecommunicationsApplianceType,,Pset_MobileTelecommunicationsApplianceTypeCommon
IfcMobileTelecommunicationsAppliance,ACCESSPOINT,Pset_MobileTelecommunicationsApplianceTypeAccessPoint
IfcMobileTelecommunicationsApplianceType,ACCESSPOINT,Pset_MobileTelecommunicationsApplianceTypeAccessPoint
IfcMobileTelecommunicationsAppliance,BASEBANDUNIT,Pset_MobileTelecommunicationsApplianceTypeBasebandUnit
IfcMobileTelecommunicationsApplianceType,BASEBANDUNIT,Pset_MobileTelecommunicationsApplianceTypeBasebandUnit
IfcMobileTelecommunicationsAppliance,BASETRANSCEIVERSTATION,Pset_MobileTelecommunicationsApplianceTypeBaseTransceiverStation
IfcMobileTelecommunicationsApplianceType,BASETRANSCEIVERSTATION,Pset_MobileTelecommunicationsApplianceTypeBaseTransceiverStation
IfcMobileTelecommunicationsAppliance,E_UTRAN_NODE_B,Pset_MobileTelecommunicationsApplianceTypeEUtranNodeB
IfcMobileTelecommunicationsApplianceType,E_UTRAN_NODE_B,Pset_MobileTelecommunicationsApplianceTypeEUtranNodeB
IfcMobileTelecommunicationsAppliance,MASTERUNIT,Pset_MobileTelecommunicationsApplianceTypeMasterUnit
IfcMobileTelecommunicationsApplianceType,MASTERUNIT,Pset_MobileTelecommunicationsApplianceTypeMasterUnit
IfcMobileTelecommunicationsAppliance,MOBILESWITCHINGCENTER,Pset_MobileTelecommunicationsApplianceTypeMobileSwitchingCenter
IfcMobileTelecommunicationsApplianceType,MOBILESWITCHINGCENTER,Pset_MobileTelecommunicationsApplianceTypeMobileSwitchingCenter
IfcMobileTelecommunicationsAppliance,MSCSERVER,Pset_MobileTelecommunicationsApplianceTypeMSCServer
IfcMobileTelecommunicationsApplianceType,MSCSERVER,Pset_MobileTelecommunicationsApplianceTypeMSCServer
IfcMobileTelecommunicationsAppliance,REMOTERADIOUNIT,Pset_MobileTeleCommunicationsApplianceTypeRemoteRadioUnit
IfcMobileTelecommunicationsApplianceType,REMOTERADIOUNIT,Pset_MobileTeleCommunicationsApplianceTypeRemoteRadioUnit
IfcMobileTelecommunicationsAppliance,REMOTEUNIT,Pset_MobileTelecommunicationsApplianceTypeRemoteUnit
IfcMobileTelecommunicationsApplianceType,REMOTEUNIT,Pset_MobileTelecommunicationsApplianceTypeRemoteUnit
IfcMooringDevice,,Pset_MooringDeviceCommon
IfcMooringDeviceType,,Pset_MooringDeviceCommon
IfcMotorConnection,,Pset_MotorConnectionTypeCommon
